00:33A,00:29A,00:27A,00:24A,00:22A,00:20A,00:18A,00:15A,CLOSED,00:11A,00:09A,00:07A,00:06A,00:05A
1:07A,1:03A,1:01A,12:58A,12:56A,12:54A,12:52A,12:49A,CLOSED,CLOSED,12:43A,CLOSED,12:40A,12:39A
2:04A,2:00A,1:58A,1:55A,1:53A,1:51A,1:49A,1:46A,CLOSED,CLOSED,1:40A,CLOSED,1:37A,1:36A
3:04A,3:00A,2:58A,2:55A,2:53A,2:51A,2:49A,2:46A,CLOSED,CLOSED,2:40A,CLOSED,2:37A,2:36A
4:04A,4:00A,3:58A,3:55A,3:53A,3:51A,3:49A,3:46A,CLOSED,CLOSED,3:40A,CLOSED,3:37A,3:36A
5:04A,5:00A,4:58A,4:55A,4:53A,4:51A,4:49A,4:46A,CLOSED,4:42A,4:40A,4:38A,4:37A,4:36A
5:33A,5:29A,5:27A,5:24A,5:22A,5:20A,5:18A,5:15A,5:14A,5:11A,5:09A,5:07A,5:06A,5:05A
6:03A,5:59A,5:57A,5:54A,5:52A,5:50A,5:48A,5:45A,5:44A,5:41A,5:39A,5:37A,5:36A,5:35A
6:18A,6:14A,6:12A,6:09A,6:07A,6:05A,6:03A,6:00A,5:59A,5:56A,5:54A,5:52A,5:51A,5:50A
6:31A,6:27A,6:25A,6:22A,6:20A,6:18A,6:16A,6:13A,6:12A,6:09A,6:07A,6:05A,6:04A,6:03A
6:46A,6:42A,6:40A,6:37A,6:35A,6:33A,6:31A,6:28A,6:27A,6:24A,6:22A,6:20A,6:19A,6:18A
7:01A,6:57A,6:55A,6:52A,6:50A,6:48A,6:46A,6:43A,6:42A,6:39A,6:37A,6:35A,6:34A,6:33A
7:11A,7:07A,7:05A,7:02A,7:00A,6:58A,6:56A,6:53A,6:52A,6:49A,6:47A,6:45A,6:44A,6:43A
7:21A,7:17A,7:15A,7:12A,7:10A,7:08A,7:06A,7:03A,7:02A,6:59A,6:57A,6:55A,6:54A,6:53A
7:31A,7:27A,7:25A,7:22A,7:20A,7:18A,7:16A,7:13A,7:12A,7:09A,7:07A,7:05A,7:04A,7:03A
7:50A,7:46A,7:44A,7:41A,7:39A,7:37A,7:35A,7:32A,7:31A,7:28A,7:26A,7:24A,7:23A,7:22A
8:05A,8:01A,7:59A,7:56A,7:54A,7:52A,7:50A,7:47A,7:46A,7:43A,7:41A,7:39A,7:38A,7:37A
8:19A,8:15A,8:13A,8:10A,8:08A,8:06A,8:04A,8:01A,8:00A,7:57A,7:55A,7:53A,7:52A,7:51A
8:33A,8:29A,8:27A,8:24A,8:22A,8:20A,8:18A,8:15A,8:14A,8:11A,8:09A,8:07A,8:06A,8:05A
8:48A,8:44A,8:42A,8:39A,8:37A,8:35A,8:33A,8:30A,8:29A,8:26A,8:24A,8:22A,8:21A,8:20A
9:03A,8:59A,8:57A,8:54A,8:52A,8:50A,8:48A,8:45A,8:44A,8:41A,8:39A,8:37A,8:36A,8:35A
9:17A,9:13A,9:11A,9:08A,9:06A,9:04A,9:02A,8:59A,8:58A,8:55A,8:53A,8:51A,8:50A,8:49A
9:31A,9:27A,9:25A,9:22A,9:20A,9:18A,9:16A,9:13A,9:12A,9:09A,9:07A,9:05A,9:04A,9:03A
9:45A,9:41A,9:39A,9:36A,9:34A,9:32A,9:30A,9:27A,9:26A,9:23A,9:21A,9:19A,9:18A,9:17A
9:54A,9:50A,9:48A,9:45A,9:43A,9:41A,9:39A,9:36A,9:35A,9:32A,9:30A,9:28A,9:27A,9:26A
10:05A,10:01A,9:59A,9:56A,9:54A,9:52A,9:50A,9:47A,9:46A,9:43A,9:41A,9:39A,9:38A,9:37A
10:20A,10:16A,10:14A,10:11A,10:09A,10:07A,10:05A,10:02A,10:01A,9:58A,9:56A,9:54A,9:53A,9:52A
10:35A,10:31A,10:29A,10:26A,10:24A,10:22A,10:20A,10:17A,10:16A,10:13A,10:11A,10:09A,10:08A,10:07A
10:50A,10:46A,10:44A,10:41A,10:39A,10:37A,10:35A,10:32A,10:31A,10:28A,10:26A,10:24A,10:23A,10:22A
11:05A,11:01A,10:59A,10:56A,10:54A,10:52A,10:50A,10:47A,10:46A,10:43A,10:41A,10:39A,10:38A,10:37A
11:20A,11:16A,11:14A,11:11A,11:09A,11:07A,11:05A,11:02A,11:01A,10:58A,10:56A,10:54A,10:53A,10:52A
11:35A,11:31A,11:29A,11:26A,11:24A,11:22A,11:20A,11:17A,11:16A,11:13A,11:11A,11:09A,11:08A,11:07A
11:50A,11:46A,11:44A,11:41A,11:39A,11:37A,11:35A,11:32A,11:31A,11:28A,11:26A,11:24A,11:23A,11:22A
12:05P,12:01P,11:59A,11:56A,11:54A,11:52A,11:50A,11:47A,11:46A,11:43A,11:41A,11:39A,11:38A,11:37A
12:20P,12:16P,12:14P,12:11P,12:09P,12:07P,12:05P,12:02P,12:01P,11:58A,11:56A,11:54A,11:53A,11:52A
12:35P,12:31P,12:29P,12:26P,12:24P,12:22P,12:20P,12:17P,12:16P,12:13P,12:11P,12:09P,12:08P,12:07P
12:50P,12:46P,12:44P,12:41P,12:39P,12:37P,12:35P,12:32P,12:31P,12:28P,12:26P,12:24P,12:23P,12:22P
1:05P,1:01P,12:59P,12:56P,12:54P,12:52P,12:50P,12:47P,12:46P,12:43P,12:41P,12:39P,12:38P,12:37P
1:20P,1:16P,1:14P,1:11P,1:09P,1:07P,1:05P,1:02P,1:01P,12:58P,12:56P,12:54P,12:53P,12:52P
1:35P,1:31P,1:29P,1:26P,1:24P,1:22P,1:20P,1:17P,1:16P,1:13P,1:11P,1:09P,1:08P,1:07P
1:50P,1:46P,1:44P,1:41P,1:39P,1:37P,1:35P,1:32P,1:31P,1:28P,1:26P,1:24P,1:23P,1:22P
2:05P,2:01P,1:59P,1:56P,1:54P,1:52P,1:50P,1:47P,1:46P,1:43P,1:41P,1:39P,1:38P,1:37P
2:20P,2:16P,2:14P,2:11P,2:09P,2:07P,2:05P,2:02P,2:01P,1:58P,1:56P,1:54P,1:53P,1:52P
2:35P,2:31P,2:29P,2:26P,2:24P,2:22P,2:20P,2:17P,2:16P,2:13P,2:11P,2:09P,2:08P,2:07P
2:50P,2:46P,2:44P,2:41P,2:39P,2:37P,2:35P,2:32P,2:31P,2:28P,2:26P,2:24P,2:23P,2:22P
3:05P,3:01P,2:59P,2:56P,2:54P,2:52P,2:50P,2:47P,2:46P,2:43P,2:41P,2:39P,2:38P,2:37P
3:15P,3:11P,3:09P,3:06P,3:04P,3:02P,3:00P,2:57P,2:56P,2:53P,2:51P,2:49P,2:48P,2:47P
3:25P,3:21P,3:19P,3:16P,3:14P,3:12P,3:10P,3:07P,3:06P,3:03P,3:01P,2:59P,2:58P,2:57P
3:38P,3:34P,3:32P,3:29P,3:27P,3:25P,3:23P,3:20P,3:19P,3:16P,3:14P,3:12P,3:11P,3:10P
